Nome,Matrícula,Ranking,Curso
Ana,758368,30,Odontologia
Marcia,760434,30,Computacao
Rodrigo,773633,30,Medicina
Jose,774088,30,Fisica
Lara,786352,30,Administracao
Maria,794170,30,Medicina
Tiago,798599,30,Computacao
Tiago,801840,30,Direito
Ana,808757,30,Medicina
Luis,820211,30,Letras
Amanda,827588,30,Engenharia
Pedro,840882,30,Fisica
Lucia,844209,30,Administracao
Flora,845094,30,Odontologia
Lucas,850429,30,Administracao
Maria,860368,30,Medicina
Julia,879154,30,Fisica
Ana,879674,30,Computacao
Lara,899504,30,Medicina
Flora,900374,30,Quimica
Julia,909397,30,Letras
Zeca,927423,30,Odontologia
Rodrigo,928020,30,Direito
Lucia,930272,30,Odontologia
Tiago,937010,30,Medicina
Luis,938146,30,Computacao
Celia,949808,30,Administracao
Flora,958635,30,Direito
Joao,976735,30,Direito
Lucas,981400,30,Quimica
Lara,992493,30,Administracao
Lucas,993295,30,Letras
Flora,993940,30,Letras
Zeca,115034,31,Medicina
Maria,130290,31,Administracao
Celia,131688,31,Medicina
Marcos,132390,31,Medicina
Tiago,140452,31,Fisica
Pedro,143577,31,Engenharia
Flora,154175,31,Fisica
Jose,167891,31,Medicina
Julia,168327,31,Matematica
Celia,177637,31,Administracao
Luisa,182794,31,Odontologia
Lucas,191194,31,Matematica
Celia,194179,31,Fisica
Rodrigo,202604,31,Administracao
Celia,204150,31,Fisica
Luis,205979,31,Engenharia
Flora,211435,31,Direito
Amanda,212653,31,Odontologia
Maria,215864,31,Quimica
Luis,221859,31,Engenharia
Marcia,242518,31,Engenharia
Amanda,246658,31,Matematica
Lucia,248942,31,Direito
Pedro,281150,31,Medicina
Lara,284026,31,Fisica
Amanda,301339,31,Matematica
Amanda,310702,31,Computacao
Marcos,315369,31,Direito
Maria,315944,31,Direito
Flora,318711,31,Engenharia
Zeca,319793,31,Engenharia
Celia,326187,31,Odontologia
Tiago,326534,31,Matematica
Rodrigo,333086,31,Letras
Rodrigo,346393,31,Matematica
Lara,348900,31,Fisica
Luisa,363608,31,Letras
Clara,369081,31,Medicina
Pedro,370792,31,Computacao
Ana,386899,31,Matematica
Celia,395230,31,Direito
Joao,397067,31,Odontologia
Lucia,397742,31,Letras
Amanda,411837,31,Computacao
Lara,421437,31,Direito
Joao,431152,31,Computacao
Flora,437172,31,Computacao
Flora,460858,31,Letras
Pedro,475970,31,Letras
Marcia,481198,31,Medicina
Clara,484706,31,Engenharia
Maria,495714,31,Letras
Flora,501697,31,Letras
Zeca,505067,31,Letras
Clara,506339,31,Matematica
Luisa,510290,31,Direito
Lucas,510575,31,Odontologia
Luisa,513012,31,Medicina
Tiago,518259,31,Matematica
Marcos,522764,31,Administracao
Rodrigo,531673,31,Medicina
Zeca,542403,31,Engenharia
Luisa,546777,31,Administracao
Luis,547337,31,Computacao
Lucia,561568,31,Medicina
Luisa,565548,31,Engenharia
Lucia,572657,31,Quimica
Flora,576180,31,Computacao
Lucas,579111,31,Quimica
Lara,583426,31,Engenharia
Julia,596833,31,Computacao
Amanda,603877,31,Administracao
Ana,618254,31,Engenharia
Lucia,621395,31,Engenharia
Jose,626515,31,Matematica
Rodrigo,627163,31,Quimica
Julia,634492,31,Computacao
Luis,644723,31,Administracao
Clara,648542,31,Medicina
Zeca,649770,31,Administracao
Pedro,650173,31,Letras
Marcia,656502,31,Quimica
Clara,670285,31,Administracao
Lucia,689724,31,Engenharia
Clara,692157,31,Medicina
Ana,713276,31,Administracao
Julia,716984,31,Fisica
Maria,722300,31,Quimica
Lucas,726830,31,Quimica
Pedro,753447,31,Medicina
Tiago,761495,31,Engenharia
Tiago,772877,31,Medicina
Lara,780464,31,Fisica
Luis,781526,31,Odontologia
Tiago,783439,31,Quimica
Marcos,792721,31,Odontologia
Rodrigo,795543,31,Medicina
Lara,806143,31,Matematica
Maria,817850,31,Administracao
Luis,817905,31,Direito
Lucia,824085,31,Medicina
Rodrigo,824528,31,Engenharia
Tiago,828956,31,Computacao
Lucas,845906,31,Odontologia
Luisa,858709,31,Matematica
Maria,865080,31,Odontologia
Lucia,870041,31,Quimica
Luis,870403,31,Quimica
Jose,880994,31,Odontologia
Maria,882965,31,Medicina
Maria,883212,31,Quimica
Clara,892052,31,Computacao
Amanda,911069,31,Quimica
Marcia,914120,31,Direito
Amanda,923541,31,Quimica
Jose,935132,31,Fisica
Lara,944437,31,Direito
Luisa,949259,31,Computacao
Marcos,954253,31,Medicina
Jose,956710,31,Direito
Celia,957187,31,Medicina
Rodrigo,957510,31,Odontologia
Maria,998878,31,Engenharia
Celia,114008,32,Administracao
Maria,139219,32,Fisica
Joao,147725,32,Engenharia
Lucas,167643,32,Administracao
Lucia,192899,32,Administracao
Lara,222193,32,Fisica
Pedro,223332,32,Direito
Marcos,227121,32,Computacao
Zeca,235585,32,Letras
Pedro,246941,32,Medicina
Maria,248874,32,Computacao
Lucas,252631,32,Medicina
Rodrigo,269193,32,Letras
Amanda,273041,32,Matematica
Maria,284999,32,Engenharia
Marcia,293549,32,Odontologia
Marcos,303677,32,Fisica
Pedro,318413,32,Administracao
Lucia,320237,32,Quimica
Tiago,337341,32,Computacao
Clara,340476,32,Medicina
Lucas,343304,32,Matematica
Pedro,367413,32,Letras
Marcos,372788,32,Quimica
Julia,374534,32,Fisica
Celia,380711,32,Medicina
Maria,384422,32,Direito
Clara,387316,32,Direito
Ana,388186,32,Letras
Zeca,389193,32,Direito
Amanda,391927,32,Quimica
Lucas,400538,32,Administracao
Marcia,402092,32,Matematica
Tiago,405187,32,Letras
Lucia,413209,32,Direito
Luisa,423567,32,Fisica
Maria,430560,32,Direito
Luisa,438037,32,Medicina
Maria,441223,32,Fisica
Zeca,454950,32,Administracao
Amanda,455904,32,Medicina
Lucas,460473,32,Administracao
Celia,466507,32,Computacao
Lara,469017,32,Administracao
Clara,474560,32,Computacao
Luisa,485909,32,Direito
Luisa,488776,32,Fisica
Celia,492971,32,Engenharia
Julia,497088,32,Matematica
Marcia,505389,32,Quimica
Lucas,530700,32,Medicina
Joao,531782,32,Computacao
Lara,533896,32,Matematica
Ana,536027,32,Letras
Zeca,536929,32,Fisica
Marcia,550370,32,Odontologia
Rodrigo,571573,32,Quimica
Amanda,575783,32,Odontologia
Rodrigo,576872,32,Letras
Lucas,580325,32,Engenharia
Jose,581796,32,Administracao
Lucas,590215,32,Fisica
Amanda,619876,32,Administracao
Lucia,623335,32,Engenharia
Joao,631312,32,Letras
Joao,641353,32,Administracao
Jose,665466,32,Fisica
Tiago,667712,32,Quimica
Maria,680784,32,Letras
Pedro,685076,32,Fisica
Jose,686340,32,Matematica
Lucas,690798,32,Letras
Flora,696129,32,Odontologia
Lucia,714419,32,Odontologia
Pedro,714605,32,Direito
Maria,720938,32,Odontologia
Tiago,755884,32,Direito
Lucia,767430,32,Medicina
Zeca,788539,32,Matematica
Amanda,796944,32,Medicina
Zeca,800194,32,Quimica
Luisa,813093,32,Medicina
Jose,827677,32,Computacao
Ana,834295,32,Quimica
Zeca,839554,32,Matematica
Rodrigo,843346,32,Direito
Rodrigo,854357,32,Letras
Joao,856045,32,Quimica
Zeca,865426,32,Engenharia
Maria,866861,32,Computacao
Luis,870562,32,Administracao
Amanda,872116,32,Odontologia
Ana,878286,32,Odontologia
Clara,886613,32,Computacao
Pedro,895592,32,Medicina
Marcos,897026,32,Administracao
Lucas,898045,32,Computacao
Pedro,911961,32,Letras
Lara,918330,32,Odontologia
Luis,929049,32,Fisica
Tiago,936271,32,Engenharia
Pedro,952734,32,Matematica
Jose,963640,32,Quimica
Lucas,985682,32,Odontologia
Tiago,987331,32,Quimica
Joao,988202,32,Letras
Clara,994955,32,Administracao
Lucia,106596,33,Odontologia
Flora,127690,33,Computacao
Flora,129037,33,Computacao
Lara,129410,33,Odontologia
Zeca,134299,33,Administracao
Lucia,150976,33,Fisica
Marcia,158148,33,Odontologia
Jose,163988,33,Odontologia
Clara,178281,33,Odontologia
Celia,197086,33,Medicina
Pedro,209693,33,Fisica
Rodrigo,216733,33,Administracao
Joao,219128,33,Fisica
Pedro,225192,33,Engenharia
Tiago,229430,33,Fisica
Ana,229889,33,Computacao
Lucas,256992,33,Medicina
Maria,261520,33,Medicina
Lara,279066,33,Direito
Tiago,283194,33,Quimica
Amanda,291286,33,Direito
Marcos,311931,33,Matematica
Maria,320186,33,Direito
Clara,320607,33,Quimica
Pedro,322844,33,Engenharia
Marcia,327175,33,Odontologia
Julia,346052,33,Matematica
Amanda,354422,33,Odontologia
Tiago,354573,33,Engenharia
Marcos,358509,33,Engenharia
Tiago,358575,33,Fisica
Luisa,388424,33,Matematica
Lucia,391615,33,Direito
Marcia,406767,33,Fisica
Luis,409566,33,Medicina
Lucas,413298,33,Quimica
Ana,415045,33,Engenharia
Zeca,416392,33,Direito
Rodrigo,420052,33,Fisica
Luis,424509,33,Direito
Julia,431997,33,Letras
Joao,439497,33,Letras
Amanda,453310,33,Letras
Maria,475356,33,Fisica
Ana,489457,33,Quimica
Joao,491954,33,Letras
Marcos,496532,33,Odontologia
Rodrigo,498148,33,Medicina
Maria,503319,33,Direito
Julia,507657,33,Letras
Jose,517513,33,Letras
Flora,518192,33,Fisica
Celia,521658,33,Administracao
Maria,532188,33,Letras
Celia,552547,33,Engenharia
Lara,560786,33,Quimica
Luis,565701,33,Computacao
Rodrigo,572897,33,Computacao
Maria,573879,33,Administracao
Luisa,576298,33,Engenharia
Lara,578965,33,Letras
Julia,582141,33,Letras
Amanda,584116,33,Administracao
Pedro,610954,33,Fisica
Joao,614649,33,Odontologia
Luis,649569,33,Administracao
Lara,653838,33,Quimica
Tiago,656624,33,Odontologia
Ana,661443,33,Quimica
Ana,667478,33,Matematica
Marcia,672716,33,Matematica
Tiago,674227,33,Fisica
Luis,682885,33,Medicina
Luis,689417,33,Letras
Rodrigo,711560,33,Fisica
Pedro,711672,33,Fisica
Jose,723919,33,Administracao
Celia,726531,33,Odontologia
Tiago,744356,33,Odontologia
Amanda,758101,33,Medicina
Lucia,764872,33,Engenharia
Ana,792326,33,Odontologia
Jose,814122,33,Engenharia
Marcia,817505,33,Quimica
Maria,819082,33,Direito
Luis,819988,33,Computacao
Lucia,827969,33,Fisica
Celia,840711,33,Odontologia
Marcia,847551,33,Computacao
Celia,849892,33,Quimica
Luisa,860217,33,Direito
Tiago,867893,33,Letras
Celia,869458,33,Direito
Flora,881318,33,Quimica
Lucas,884658,33,Quimica
Lara,889431,33,Computacao
Clara,891144,33,Letras
Celia,893428,33,Odontologia
Zeca,897320,33,Letras
Clara,898790,33,Administracao
Tiago,899237,33,Administracao
Lucia,903131,33,Matematica
Luisa,907357,33,Direito
Marcia,908898,33,Odontologia
Luis,912945,33,Fisica
Julia,915683,33,Medicina
Maria,926505,33,Quimica
Amanda,937027,33,Engenharia
Flora,942846,33,Fisica
Rodrigo,943668,33,Matematica
Luis,955708,33,Medicina
Rodrigo,959584,33,Fisica
Amanda,959839,33,Medicina
Jose,966586,33,Direito
Luis,977722,33,Odontologia
Clara,978226,33,Letras
Celia,987140,33,Computacao
Marcos,989037,33,Administracao
Julia,100585,34,Odontologia
Luis,110221,34,Computacao
Zeca,115173,34,Matematica
Joao,131040,34,Matematica
Ana,133675,34,Fisica
Flora,137576,34,Fisica
Maria,138853,34,Computacao
Pedro,139654,34,Computacao
Amanda,142316,34,Engenharia
Ana,142692,34,Odontologia
Pedro,149567,34,Odontologia
Marcia,151120,34,Matematica
Flora,159482,34,Direito
Amanda,164187,34,Engenharia
Ana,172207,34,Letras
Luis,177342,34,Letras
Zeca,189373,34,Odontologia
Zeca,192191,34,Direito
Luisa,211474,34,Odontologia
Lucas,221684,34,Odontologia
Lara,221875,34,Administracao
Celia,224019,34,Computacao
Zeca,229329,34,Direito
Flora,239300,34,Quimica
Joao,260193,34,Odontologia
Luis,260624,34,Letras
Lucas,275864,34,Letras
Lara,286299,34,Medicina
Flora,291929,34,Administracao
Rodrigo,298425,34,Administracao
Maria,324741,34,Quimica
Celia,329722,34,Engenharia
Flora,332087,34,Matematica
Tiago,336712,34,Computacao
Amanda,342805,34,Computacao
Pedro,346943,34,Matematica
Lara,351408,34,Medicina
Lucas,366309,34,Fisica
Celia,373951,34,Odontologia
Lucia,385603,34,Engenharia
Joao,415129,34,Quimica
Lucas,423085,34,Direito
Julia,438258,34,Medicina
Jose,447790,34,Quimica
Rodrigo,455818,34,Direito
Luisa,470932,34,Quimica
Marcia,487458,34,Letras
Lucia,501792,34,Letras
Marcos,515140,34,Computacao
Julia,520072,34,Computacao
Lara,520654,34,Odontologia
Luisa,529216,34,Engenharia
Pedro,530363,34,Letras
Flora,530397,34,Odontologia
Celia,532326,34,Medicina
Celia,534322,34,Matematica
Zeca,537973,34,Letras
Clara,538042,34,Quimica
Julia,544658,34,Letras
Luis,554573,34,Engenharia
Tiago,560298,34,Odontologia
Jose,565256,34,Quimica
Clara,571704,34,Letras
Lara,599684,34,Administracao
Joao,639632,34,Engenharia
Maria,646250,34,Engenharia
Amanda,653178,34,Medicina
Celia,661123,34,Letras
Ana,670408,34,Letras
Lucia,673407,34,Computacao
Tiago,687066,34,Odontologia
Lucas,696003,34,Administracao
Maria,701845,34,Engenharia
Jose,703955,34,Quimica
Amanda,725438,34,Medicina
Luisa,730436,34,Quimica
Tiago,733756,34,Administracao
Amanda,734598,34,Fisica
Marcia,741527,34,Direito
Marcia,742498,34,Engenharia
Zeca,760784,34,Medicina
Clara,770690,34,Odontologia
Luisa,772283,34,Fisica
Marcia,789224,34,Direito
Luis,791643,34,Odontologia
Flora,811358,34,Fisica
Zeca,836378,34,Administracao
Luis,836841,34,Medicina
Amanda,839937,34,Letras
Julia,848400,34,Direito
Lucas,862516,34,Odontologia
Celia,863177,34,Letras
Clara,877367,34,Administracao
Maria,881228,34,Administracao
Marcos,916635,34,Matematica
Luis,921374,34,Engenharia
Ana,926355,34,Computacao
Flora,930693,34,Medicina
Jose,937939,34,Odontologia
Julia,940887,34,Odontologia
Jose,969888,34,Computacao
Pedro,977715,34,Matematica
Luisa,988803,34,Odontologia
Marcia,998913,34,Matematica
Lara,136827,35,Quimica
Jose,140008,35,Administracao
Maria,144404,35,Computacao
Joao,168612,35,Computacao
Lucia,193527,35,Odontologia
Flora,196699,35,Matematica
Celia,204301,35,Fisica
Julia,218458,35,Quimica
Julia,222318,35,Matematica
Lucas,227432,35,Medicina
Lucia,244113,35,Computacao
Lucas,246072,35,Quimica
Julia,264720,35,Fisica
Clara,268886,35,Administracao
Luis,279162,35,Odontologia
Flora,280204,35,Fisica
Pedro,280969,35,Engenharia
Marcos,293694,35,Computacao
Amanda,298924,35,Engenharia
Maria,299174,35,Letras
Zeca,305341,35,Letras
Marcia,313745,35,Fisica
Pedro,314116,35,Administracao
Joao,317092,35,Engenharia
Marcos,317169,35,Engenharia
Celia,326128,35,Direito
Tiago,369590,35,Letras
Ana,372484,35,Quimica
Lucas,373659,35,Administracao
Maria,385243,35,Computacao
Pedro,385703,35,Direito
Lucia,398208,35,Letras
Luisa,418618,35,Administracao
Luisa,424226,35,Medicina
Zeca,426102,35,Odontologia
Jose,446588,35,Medicina
Julia,448316,35,Direito
Clara,466193,35,Direito
Pedro,468451,35,Letras
Tiago,468990,35,Medicina
Ana,472091,35,Odontologia
Jose,480822,35,Fisica
Tiago,483226,35,Computacao
Maria,486514,35,Medicina
Lara,498592,35,Direito
Lucia,501298,35,Matematica
Clara,510466,35,Direito
Marcos,511202,35,Direito
Zeca,521750,35,Computacao
Julia,525803,35,Medicina
Marcia,537900,35,Odontologia
Amanda,539304,35,Medicina
Rodrigo,552388,35,Engenharia
Celia,555539,35,Medicina
Rodrigo,560253,35,Letras
Rodrigo,589649,35,Quimica
Ana,594465,35,Direito
Zeca,611591,35,Engenharia
Lara,614083,35,Administracao
Marcia,637550,35,Letras
Lucas,637722,35,Odontologia
Lucas,639646,35,Quimica
Luis,642245,35,Computacao
Zeca,646050,35,Matematica
Zeca,660827,35,Administracao
Rodrigo,660912,35,Computacao
Celia,662907,35,Fisica
Celia,665547,35,Engenharia
Rodrigo,680435,35,Odontologia
Pedro,698289,35,Fisica
Amanda,707686,35,Odontologia
Lucia,711879,35,Odontologia
Maria,719429,35,Letras
Zeca,732652,35,Administracao
Jose,732950,35,Fisica
Zeca,737261,35,Odontologia
Marcia,738460,35,Engenharia
Jose,753896,35,Direito
Zeca,758829,35,Odontologia
Marcia,763139,35,Engenharia
Celia,763483,35,Matematica
Ana,776897,35,Engenharia
Marcos,779409,35,Direito
Luisa,786179,35,Matematica
Joao,788843,35,Engenharia
Amanda,800159,35,Administracao
Amanda,801283,35,Fisica
Julia,802148,35,Fisica
Jose,804413,35,Administracao
Tiago,806543,35,Odontologia
Marcos,808313,35,Quimica
Amanda,838131,35,Direito
Pedro,850049,35,Quimica
Lucas,854402,35,Odontologia
Zeca,864199,35,Letras
Amanda,873521,35,Direito
Clara,873691,35,Letras
Marcos,874065,35,Medicina
Luis,891195,35,Quimica
Lucas,900410,35,Fisica
Amanda,927944,35,Administracao
Luis,929866,35,Administracao
Luis,952034,35,Quimica
Lara,952901,35,Computacao
Celia,954544,35,Direito
Julia,959030,35,Administracao
Lucas,959353,35,Matematica
Ana,964699,35,Medicina
Luisa,964928,35,Medicina
Celia,968681,35,Matematica
Zeca,975909,35,Matematica
Lucas,978903,35,Letras
Clara,984701,35,Fisica
Marcia,985076,35,Fisica
Flora,988986,35,Direito
Rodrigo,100296,36,Fisica
Luisa,103688,36,Engenharia
Lucia,108467,36,Quimica
Marcia,120080,36,Quimica
Pedro,126533,36,Engenharia
Joao,130562,36,Administracao
Zeca,140030,36,Engenharia
Rodrigo,157803,36,Engenharia
Luis,173003,36,Fisica
Rodrigo,192282,36,Letras
Zeca,194108,36,Fisica
Lara,206556,36,Fisica
Julia,222381,36,Direito
Pedro,227627,36,Odontologia
Ana,259892,36,Quimica
Lara,262384,36,Computacao
Flora,263121,36,Quimica
Tiago,264568,36,Quimica
Clara,272502,36,Odontologia
Luis,281046,36,Quimica
Flora,283589,36,Matematica
Jose,284645,36,Fisica
Luis,287797,36,Administracao
Luisa,296452,36,Computacao
Lucas,329776,36,Direito
Ana,334257,36,Odontologia
Jose,341199,36,Quimica
Rodrigo,341341,36,Matematica
Ana,352787,36,Letras
Marcia,365444,36,Fisica
Amanda,371089,36,Direito
Clara,372045,36,Matematica
Jose,378735,36,Administracao
Pedro,386647,36,Letras
Luis,395878,36,Administracao
Tiago,395990,36,Quimica
Tiago,409232,36,Direito
Zeca,413539,36,Fisica
Lucas,416322,36,Quimica
Lucia,428624,36,Letras
Ana,429631,36,Quimica
Marcia,439491,36,Direito
Rodrigo,445978,36,Engenharia
Marcia,451121,36,Computacao
Joao,480683,36,Odontologia
Rodrigo,488794,36,Letras
Marcos,491189,36,Administracao
Lucas,491501,36,Medicina
Ana,518407,36,Fisica
Luis,520840,36,Quimica
Tiago,523445,36,Direito
Celia,530047,36,Engenharia
Joao,531434,36,Administracao
Marcia,545950,36,Odontologia
Julia,552608,36,Direito
Marcia,554812,36,Letras
Pedro,591158,36,Matematica
Jose,593584,36,Letras
Lucia,598391,36,Administracao
Zeca,599283,36,Odontologia
Ana,602272,36,Quimica
Luisa,610286,36,Administracao
Pedro,615736,36,Matematica
Rodrigo,616120,36,Matematica
Celia,620848,36,Direito
Lucas,624808,36,Computacao
Marcia,626512,36,Administracao
Tiago,643843,36,Direito
Clara,648964,36,Fisica
Lucas,651170,36,Fisica
Amanda,661002,36,Quimica
Marcia,707824,36,Letras
Marcia,711422,36,Fisica
Pedro,715723,36,Letras
Clara,728933,36,Quimica
Ana,736398,36,Letras
Julia,738242,36,Medicina
Julia,747093,36,Letras
Pedro,749083,36,Odontologia
Ana,764076,36,Direito
Clara,764706,36,Computacao
Clara,764977,36,Direito
Tiago,766791,36,Administracao
Rodrigo,767566,36,Medicina
Lara,771483,36,Quimica
Celia,775374,36,Medicina
Celia,779551,36,Administracao
Clara,781651,36,Medicina
Lucas,782259,36,Matematica
Jose,785779,36,Administracao
Marcos,793525,36,Direito
Marcia,801698,36,Letras
Rodrigo,802898,36,Odontologia
Maria,814571,36,Fisica
Zeca,816835,36,Letras
Luisa,817421,36,Medicina
Maria,829881,36,Engenharia
Lucia,838323,36,Medicina
Amanda,841223,36,Fisica
Lucia,845672,36,Medicina
Ana,857281,36,Odontologia
Tiago,859032,36,Administracao
Joao,860034,36,Engenharia
Maria,877731,36,Medicina
Julia,891611,36,Quimica
Lucas,893425,36,Fisica
Lucas,906200,36,Computacao
Amanda,921901,36,Letras
Rodrigo,923821,36,Direito
Marcos,931286,36,Quimica
Tiago,932178,36,Quimica
Jose,932709,36,Computacao
Maria,973983,36,Engenharia
Lara,991351,36,Medicina
Amanda,993393,36,Computacao
Luis,993524,36,Fisica
Celia,994788,36,Quimica
Marcos,101539,37,Administracao
Lara,103677,37,Direito
Tiago,108030,37,Direito
Luis,112096,37,Odontologia
Amanda,125597,37,Fisica
Celia,133252,37,Odontologia
Luisa,138794,37,Medicina
Tiago,141563,37,Direito
Maria,151067,37,Matematica
Rodrigo,158933,37,Medicina
Lucia,173154,37,Letras
Lucia,187884,37,Letras
Celia,193225,37,Quimica
Joao,193892,37,Letras
Flora,211690,37,Odontologia
Lucia,218352,37,Letras
Julia,222506,37,Medicina
Lucia,229735,37,Matematica
Joao,231217,37,Administracao
Lucia,233326,37,Fisica
Lara,238083,37,Medicina
Maria,245226,37,Medicina
Maria,253149,37,Letras
Lucia,282664,37,Matematica
Jose,283210,37,Quimica
Marcia,284176,37,Engenharia
Joao,286750,37,Medicina
Maria,287213,37,Computacao
Julia,295257,37,Matematica
Pedro,296697,37,Matematica
Joao,299634,37,Administracao
Lucia,322732,37,Quimica
Marcos,327266,37,Administracao
Luisa,328030,37,Engenharia
Marcos,339133,37,Medicina
Jose,346007,37,Odontologia
Luis,346301,37,Engenharia
Marcia,347344,37,Quimica
Marcos,355046,37,Quimica
Ana,379615,37,Medicina
Maria,389753,37,Quimica
Zeca,392490,37,Direito
Jose,392540,37,Letras
Rodrigo,413628,37,Odontologia
Maria,424337,37,Engenharia
Lucia,425323,37,Odontologia
Luis,426863,37,Engenharia
Tiago,427650,37,Direito
Ana,429911,37,Direito
Tiago,432602,37,Quimica
Julia,432651,37,Direito
Marcos,434789,37,Quimica
Marcia,440803,37,Fisica
Pedro,455804,37,Administracao
Luis,459725,37,Fisica
Clara,460530,37,Fisica
Pedro,475666,37,Fisica
Clara,479693,37,Matematica
Marcia,489532,37,Administracao
Pedro,492991,37,Odontologia
Amanda,493062,37,Computacao
Pedro,508175,37,Administracao
Julia,510336,37,Quimica
Amanda,527345,37,Quimica
Lara,537176,37,Engenharia
Lucas,563019,37,Engenharia
Luis,569350,37,Odontologia
Marcia,571606,37,Engenharia
Ana,592554,37,Direito
Clara,606861,37,Letras
Lara,607225,37,Direito
Lucas,614646,37,Quimica
Celia,617350,37,Quimica
Luis,625573,37,Medicina
Lucia,625602,37,Letras
Joao,632283,37,Medicina
Julia,633403,37,Engenharia
Luisa,644127,37,Direito
Lara,644135,37,Fisica
Zeca,670578,37,Direito
Celia,671079,37,Odontologia
Maria,673197,37,Fisica
Amanda,680185,37,Administracao
Pedro,688945,37,Odontologia
Tiago,689270,37,Matematica
Lucia,689654,37,Letras
Flora,691929,37,Engenharia
Julia,695075,37,Medicina
Marcia,701598,37,Odontologia
Lara,708865,37,Administracao
Joao,715987,37,Administracao
Lucia,735625,37,Medicina
Zeca,739766,37,Quimica
Amanda,758258,37,Fisica
Tiago,764463,37,Quimica
Lucia,779081,37,Letras
Jose,792339,37,Odontologia
Tiago,799369,37,Direito
Zeca,800627,37,Matematica
Amanda,804833,37,Engenharia
Amanda,818997,37,Medicina
Luis,819073,37,Fisica
Joao,822201,37,Direito
Flora,836175,37,Fisica
Lucas,842709,37,Engenharia
Jose,843785,37,Computacao
Clara,844908,37,Fisica
Pedro,850405,37,Computacao
Clara,884786,37,Odontologia
Zeca,888132,37,Medicina
Lucia,897490,37,Engenharia
Jose,898730,37,Direito
Jose,902043,37,Matematica
Marcia,903421,37,Odontologia
Marcos,912965,37,Quimica
Luisa,915615,37,Direito
Marcia,928119,37,Letras
Lucas,929584,37,Odontologia
Marcia,958354,37,Direito
Marcos,959482,37,Matematica
Ana,959997,37,Odontologia
Julia,971242,37,Quimica
Joao,977438,37,Matematica
Luis,986546,37,Fisica
Ana,105327,38,Letras
Joao,105990,38,Matematica
Clara,107082,38,Engenharia
Julia,113812,38,Letras
Marcia,118414,38,Administracao
Celia,123303,38,Odontologia
Rodrigo,127098,38,Fisica
Lara,130137,38,Engenharia
Lara,138826,38,Matematica
Lara,144474,38,Medicina
Flora,163811,38,Matematica
Lucas,169273,38,Medicina
Marcia,188478,38,Direito
Lucas,227761,38,Letras
Amanda,229581,38,Letras
Luis,239730,38,Direito
Flora,244666,38,Administracao
Joao,249662,38,Engenharia
Lucas,255566,38,Medicina
Lucas,276182,38,Engenharia
Lucia,282745,38,Administracao
Maria,302465,38,Fisica
Pedro,316943,38,Letras
Zeca,326821,38,Matematica
Ana,334083,38,Administracao
Celia,355927,38,Matematica
Flora,359492,38,Matematica
Clara,367309,38,Fisica
Luisa,376563,38,Medicina
Tiago,383194,38,Odontologia
Luis,383232,38,Quimica
Marcia,387769,38,Computacao
Tiago,392744,38,Administracao
Lucia,393386,38,Engenharia
Rodrigo,394926,38,Engenharia
Marcos,398487,38,Computacao
Marcia,398921,38,Administracao
Amanda,438285,38,Administracao
Amanda,439100,38,Engenharia
Pedro,439969,38,Quimica
Luisa,443996,38,Matematica
Jose,455498,38,Administracao
Clara,459370,38,Fisica
Celia,477303,38,Medicina
Clara,484781,38,Administracao
Luis,486711,38,Fisica
Tiago,487265,38,Letras
Luisa,491303,38,Fisica
Lucia,499009,38,Quimica
Flora,523634,38,Engenharia
Marcia,544227,38,Engenharia
Luisa,561191,38,Matematica
Tiago,596816,38,Fisica
Luis,629699,38,Matematica
Joao,634458,38,Quimica
Clara,645140,38,Odontologia
Luis,651102,38,Quimica
Lucas,657713,38,Engenharia
Marcos,665228,38,Odontologia
Lucia,665941,38,Quimica
Amanda,669048,38,Medicina
Lara,669734,38,Computacao
Marcia,676042,38,Computacao
Zeca,682970,38,Fisica
Marcos,685685,38,Medicina
Zeca,686111,38,Computacao
Julia,700768,38,Quimica
Lucia,704966,38,Quimica
Flora,708464,38,Engenharia
Lara,722318,38,Administracao
Pedro,725442,38,Engenharia
Rodrigo,743617,38,Quimica
Luis,756890,38,Letras
Lucas,768196,38,Administracao
Luis,776279,38,Medicina
Zeca,787544,38,Quimica
Julia,801111,38,Fisica
Lucas,805703,38,Medicina
Luis,857291,38,Matematica
Pedro,858876,38,Quimica
Lucas,872015,38,Letras
Jose,883683,38,Engenharia
Lucas,910262,38,Administracao
Tiago,912970,38,Administracao
Luisa,918536,38,Letras
Jose,940091,38,Matematica
Lara,947250,38,Quimica
Maria,948804,38,Fisica
Marcia,951539,38,Computacao
Zeca,962324,38,Administracao
Lucas,964297,38,Matematica
Lucia,973698,38,Administracao
Rodrigo,981783,38,Computacao
Jose,983077,38,Fisica
Lucia,995127,38,Fisica
Ana,128951,39,Letras
Luisa,131100,39,Odontologia
Tiago,131146,39,Fisica
Celia,140608,39,Computacao
Lucia,142518,39,Direito
Flora,154859,39,Direito
Luisa,154959,39,Odontologia
Amanda,164107,39,Engenharia
Lucas,174817,39,Matematica
Ana,182445,39,Matematica
Clara,184579,39,Matematica
Marcia,186634,39,Computacao
Marcos,207671,39,Computacao
Marcia,214895,39,Letras
Flora,230731,39,Quimica
Jose,232138,39,Quimica
Marcos,232235,39,Odontologia
Pedro,235885,39,Computacao
Luis,235979,39,Odontologia
